SEASON,GAME_DATE,GAME_ID,AWAY_TEAM_ABBR,AWAY_TEAM_NAME,HOME_TEAM_ABBR,HOME_TEAM_NAME
2024-25,2024-12-03,0022400054,IND,Indiana Pacers,TOR,Toronto Raptors
2024-25,2024-12-03,0022400055,UTA,Utah Jazz,OKC,Oklahoma City Thunder
2024-25,2024-12-03,0022400056,MEM,Memphis Grizzlies,DAL,Dallas Mavericks
2024-25,2024-12-03,0022400057,SAS,San Antonio Spurs,PHX,Phoenix Suns
2024-25,2024-12-03,0022400058,GSW,Golden State Warriors,DEN,Denver Nuggets
2024-25,2024-12-03,0022400059,HOU,Houston Rockets,SAC,Sacramento Kings
2024-25,2024-12-03,0022400060,POR,Portland Trail Blazers,LAC,LA Clippers
2024-25,2024-12-04,0022400319,DET,Detroit Pistons,BOS,Boston Celtics
2024-25,2024-12-04,0022400320,IND,Indiana Pacers,BKN,Brooklyn Nets
2024-25,2024-12-04,0022400321,LAL,Los Angeles Lakers,MIA,Miami Heat
2024-25,2024-12-04,0022400322,ORL,Orlando Magic,PHI,Philadelphia 76ers
2024-25,2024-12-04,0022400323,ATL,Atlanta Hawks,MIL,Milwaukee Bucks
2024-25,2024-12-04,0022400324,MIN,Minnesota Timberwolves,LAC,LA Clippers
2024-25,2024-12-05,0022400325,DEN,Denver Nuggets,CLE,Cleveland Cavaliers
2024-25,2024-12-05,0022400326,DAL,Dallas Mavericks,WAS,Washington Wizards
2024-25,2024-12-05,0022400327,CHA,Charlotte Hornets,NYK,New York Knicks
2024-25,2024-12-05,0022400328,OKC,Oklahoma City Thunder,TOR,Toronto Raptors
2024-25,2024-12-05,0022400329,SAC,Sacramento Kings,MEM,Memphis Grizzlies
2024-25,2024-12-05,0022400330,PHX,Phoenix Suns,NOP,New Orleans Pelicans
2024-25,2024-12-05,0022400331,CHI,Chicago Bulls,SAS,San Antonio Spurs
2024-25,2024-12-05,0022400332,HOU,Houston Rockets,GSW,Golden State Warriors
2024-25,2024-12-06,0022400333,ORL,Orlando Magic,PHI,Philadelphia 76ers
2024-25,2024-12-06,0022400334,LAL,Los Angeles Lakers,ATL,Atlanta Hawks
2024-25,2024-12-06,0022400335,MIL,Milwaukee Bucks,BOS,Boston Celtics
2024-25,2024-12-06,0022400336,IND,Indiana Pacers,CHI,Chicago Bulls
2024-25,2024-12-06,0022400337,SAC,Sacramento Kings,SAS,San Antonio Spurs
2024-25,2024-12-06,0022400338,MIN,Minnesota Timberwolves,GSW,Golden State Warriors
2024-25,2024-12-06,0022400339,UTA,Utah Jazz,POR,Portland Trail Blazers
2024-25,2024-12-07,0022400340,CLE,Cleveland Cavaliers,CHA,Charlotte Hornets
2024-25,2024-12-07,0022400341,DEN,Denver Nuggets,WAS,Washington Wizards
2024-25,2024-12-07,0022400342,OKC,Oklahoma City Thunder,NOP,New Orleans Pelicans
2024-25,2024-12-07,0022400343,DET,Detroit Pistons,NYK,New York Knicks
2024-25,2024-12-07,0022400344,DAL,Dallas Mavericks,TOR,Toronto Raptors
2024-25,2024-12-07,0022400345,MEM,Memphis Grizzlies,BOS,Boston Celtics
2024-25,2024-12-07,0022400346,PHX,Phoenix Suns,MIA,Miami Heat
2024-25,2024-12-08,0022400347,PHI,Philadelphia 76ers,CHI,Chicago Bulls
2024-25,2024-12-08,0022400348,MIL,Milwaukee Bucks,BKN,Brooklyn Nets
2024-25,2024-12-08,0022400349,CHA,Charlotte Hornets,IND,Indiana Pacers
2024-25,2024-12-08,0022400350,DEN,Denver Nuggets,ATL,Atlanta Hawks
2024-25,2024-12-08,0022400351,CLE,Cleveland Cavaliers,MIA,Miami Heat
2024-25,2024-12-08,0022400352,PHX,Phoenix Suns,ORL,Orlando Magic
2024-25,2024-12-08,0022400353,MEM,Memphis Grizzlies,WAS,Washington Wizards
2024-25,2024-12-08,0022400354,NOP,New Orleans Pelicans,SAS,San Antonio Spurs
2024-25,2024-12-08,0022400355,MIN,Minnesota Timberwolves,GSW,Golden State Warriors
2024-25,2024-12-08,0022400356,HOU,Houston Rockets,LAC,LA Clippers
2024-25,2024-12-08,0022400357,UTA,Utah Jazz,SAC,Sacramento Kings
2024-25,2024-12-08,0022400358,POR,Portland Trail Blazers,LAL,Los Angeles Lakers
2024-25,2024-12-09,0022400359,NYK,New York Knicks,TOR,Toronto Raptors
2024-25,2024-12-10,0022401201,ORL,Orlando Magic,MIL,Milwaukee Bucks
2024-25,2024-12-10,0022401203,DAL,Dallas Mavericks,OKC,Oklahoma City Thunder
2024-25,2024-12-11,0022401202,ATL,Atlanta Hawks,NYK,New York Knicks
2024-25,2024-12-11,0022401204,GSW,Golden State Warriors,HOU,Houston Rockets
2024-25,2024-12-12,0022401205,DET,Detroit Pistons,BOS,Boston Celtics
2024-25,2024-12-12,0022401206,TOR,Toronto Raptors,MIA,Miami Heat
2024-25,2024-12-12,0022401207,SAC,Sacramento Kings,NOP,New Orleans Pelicans
2024-25,2024-12-13,0022401208,WAS,Washington Wizards,CLE,Cleveland Cavaliers
2024-25,2024-12-13,0022401209,IND,Indiana Pacers,PHI,Philadelphia 76ers
2024-25,2024-12-13,0022401210,LAL,Los Angeles Lakers,MIN,Minnesota Timberwolves
2024-25,2024-12-13,0022401211,BKN,Brooklyn Nets,MEM,Memphis Grizzlies
2024-25,2024-12-13,0022401212,CHA,Charlotte Hornets,CHI,Chicago Bulls
2024-25,2024-12-13,0022401213,LAC,LA Clippers,DEN,Denver Nuggets
2024-25,2024-12-13,0022401214,PHX,Phoenix Suns,UTA,Utah Jazz
2024-25,2024-12-13,0022401215,SAS,San Antonio Spurs,POR,Portland Trail Blazers
2024-25,2024-12-14,0022401229,ATL,Atlanta Hawks,,
2024-25,2024-12-14,0022401230,OKC,Oklahoma City Thunder,,
2024-25,2024-12-15,0022401216,NOP,New Orleans Pelicans,IND,Indiana Pacers
2024-25,2024-12-15,0022401217,BOS,Boston Celtics,WAS,Washington Wizards
2024-25,2024-12-15,0022401218,MIN,Minnesota Timberwolves,SAS,San Antonio Spurs
2024-25,2024-12-15,0022401219,POR,Portland Trail Blazers,PHX,Phoenix Suns
2024-25,2024-12-15,0022401220,MEM,Memphis Grizzlies,LAL,Los Angeles Lakers
2024-25,2024-12-15,0022401227,NYK,New York Knicks,ORL,Orlando Magic
2024-25,2024-12-15,0022401228,DAL,Dallas Mavericks,GSW,Golden State Warriors
2024-25,2024-12-16,0022401221,MIA,Miami Heat,DET,Detroit Pistons
2024-25,2024-12-16,0022401222,PHI,Philadelphia 76ers,CHA,Charlotte Hornets
2024-25,2024-12-16,0022401223,CHI,Chicago Bulls,TOR,Toronto Raptors
2024-25,2024-12-16,0022401224,CLE,Cleveland Cavaliers,BKN,Brooklyn Nets
2024-25,2024-12-16,0022401225,DEN,Denver Nuggets,SAC,Sacramento Kings
2024-25,2024-12-16,0022401226,UTA,Utah Jazz,LAC,LA Clippers
2024-25,2024-12-17,0062400001,OKC,Oklahoma City Thunder,,
2024-25,2024-12-19,0022400360,UTA,Utah Jazz,DET,Detroit Pistons
2024-25,2024-12-19,0022400361,OKC,Oklahoma City Thunder,ORL,Orlando Magic
2024-25,2024-12-19,0022400362,CHA,Charlotte Hornets,WAS,Washington Wizards
2024-25,2024-12-19,0022400363,CHI,Chicago Bulls,BOS,Boston Celtics
2024-25,2024-12-19,0022400364,BKN,Brooklyn Nets,TOR,Toronto Raptors
2024-25,2024-12-19,0022400365,NOP,New Orleans Pelicans,HOU,Houston Rockets
2024-25,2024-12-19,0022400366,GSW,Golden State Warriors,MEM,Memphis Grizzlies
2024-25,2024-12-19,0022400367,NYK,New York Knicks,MIN,Minnesota Timberwolves
2024-25,2024-12-19,0022400368,LAC,LA Clippers,DAL,Dallas Mavericks
2024-25,2024-12-19,0022400369,IND,Indiana Pacers,PHX,Phoenix Suns
2024-25,2024-12-19,0022400370,ATL,Atlanta Hawks,SAS,San Antonio Spurs
2024-25,2024-12-19,0022400371,DEN,Denver Nuggets,POR,Portland Trail Blazers
2024-25,2024-12-19,0022400372,LAL,Los Angeles Lakers,SAC,Sacramento Kings
2024-25,2024-12-20,0022400373,CHA,Charlotte Hornets,PHI,Philadelphia 76ers
2024-25,2024-12-20,0022400374,MIL,Milwaukee Bucks,CLE,Cleveland Cavaliers
2024-25,2024-12-20,0022400375,OKC,Oklahoma City Thunder,MIA,Miami Heat
2024-25,2024-12-21,0022400376,LAL,Los Angeles Lakers,SAC,Sacramento Kings
2024-25,2024-12-21,0022400377,MIA,Miami Heat,ORL,Orlando Magic
2024-25,2024-12-21,0022400378,MEM,Memphis Grizzlies,ATL,Atlanta Hawks
2024-25,2024-12-21,0022400379,UTA,Utah Jazz,BKN,Brooklyn Nets
2024-25,2024-12-21,0022400380,PHI,Philadelphia 76ers,CLE,Cleveland Cavaliers
2024-25,2024-12-21,0022400381,BOS,Boston Celtics,CHI,Chicago Bulls
2024-25,2024-12-21,0022400382,WAS,Washington Wizards,MIL,Milwaukee Bucks
2024-25,2024-12-21,0022400383,GSW,Golden State Warriors,MIN,Minnesota Timberwolves
2024-25,2024-12-21,0022400384,NYK,New York Knicks,NOP,New Orleans Pelicans
2024-25,2024-12-21,0022400385,LAC,LA Clippers,DAL,Dallas Mavericks
2024-25,2024-12-21,0022400386,POR,Portland Trail Blazers,SAS,San Antonio Spurs
2024-25,2024-12-21,0022400387,DET,Detroit Pistons,PHX,Phoenix Suns
2024-25,2024-12-22,0022400388,HOU,Houston Rockets,TOR,Toronto Raptors
2024-25,2024-12-22,0022400389,IND,Indiana Pacers,SAC,Sacramento Kings
2024-25,2024-12-22,0022400390,DEN,Denver Nuggets,NOP,New Orleans Pelicans
2024-25,2024-12-23,0022400391,HOU,Houston Rockets,CHA,Charlotte Hornets
2024-25,2024-12-23,0022400392,UTA,Utah Jazz,CLE,Cleveland Cavaliers
2024-25,2024-12-23,0022400393,BOS,Boston Celtics,ORL,Orlando Magic
2024-25,2024-12-23,0022400394,SAS,San Antonio Spurs,PHI,Philadelphia 76ers
2024-25,2024-12-23,0022400395,MIN,Minnesota Timberwolves,ATL,Atlanta Hawks
2024-25,2024-12-23,0022400396,BKN,Brooklyn Nets,MIA,Miami Heat
2024-25,2024-12-23,0022400397,TOR,Toronto Raptors,NYK,New York Knicks
2024-25,2024-12-23,0022400398,MIL,Milwaukee Bucks,CHI,Chicago Bulls
2024-25,2024-12-23,0022400399,LAC,LA Clippers,MEM,Memphis Grizzlies
2024-25,2024-12-23,0022400400,WAS,Washington Wizards,OKC,Oklahoma City Thunder
2024-25,2024-12-23,0022400401,POR,Portland Trail Blazers,DAL,Dallas Mavericks
2024-25,2024-12-23,0022400402,PHX,Phoenix Suns,DEN,Denver Nuggets
2024-25,2024-12-23,0022400403,IND,Indiana Pacers,GSW,Golden State Warriors
2024-25,2024-12-23,0022400404,DET,Detroit Pistons,LAL,Los Angeles Lakers
2024-25,2024-12-25,0022400405,SAS,San Antonio Spurs,NYK,New York Knicks
2024-25,2024-12-25,0022400406,MIN,Minnesota Timberwolves,DAL,Dallas Mavericks
2024-25,2024-12-25,0022400407,PHI,Philadelphia 76ers,BOS,Boston Celtics
2024-25,2024-12-25,0022400408,LAL,Los Angeles Lakers,GSW,Golden State Warriors
2024-25,2024-12-25,0022400409,DEN,Denver Nuggets,PHX,Phoenix Suns
2024-25,2024-12-26,0022400410,OKC,Oklahoma City Thunder,IND,Indiana Pacers
2024-25,2024-12-26,0022400411,MIA,Miami Heat,ORL,Orlando Magic
2024-25,2024-12-26,0022400412,CHA,Charlotte Hornets,WAS,Washington Wizards
2024-25,2024-12-26,0022400413,CHI,Chicago Bulls,ATL,Atlanta Hawks
2024-25,2024-12-26,0022400414,TOR,Toronto Raptors,MEM,Memphis Grizzlies
2024-25,2024-12-26,0022400415,BKN,Brooklyn Nets,MIL,Milwaukee Bucks
2024-25,2024-12-26,0022400416,HOU,Houston Rockets,NOP,New Orleans Pelicans
2024-25,2024-12-26,0022400417,UTA,Utah Jazz,POR,Portland Trail Blazers
2024-25,2024-12-26,0022400418,DET,Detroit Pistons,SAC,Sacramento Kings
2024-25,2024-12-27,0022400419,NYK,New York Knicks,ORL,Orlando Magic
2024-25,2024-12-27,0022400420,IND,Indiana Pacers,BOS,Boston Celtics
2024-25,2024-12-27,0022400421,SAS,San Antonio Spurs,BKN,Brooklyn Nets
2024-25,2024-12-27,0022400422,MIN,Minnesota Timberwolves,HOU,Houston Rockets
2024-25,2024-12-27,0022400423,MEM,Memphis Grizzlies,NOP,New Orleans Pelicans
2024-25,2024-12-27,0022400424,CLE,Cleveland Cavaliers,DEN,Denver Nuggets
2024-25,2024-12-27,0022400425,DAL,Dallas Mavericks,PHX,Phoenix Suns
2024-25,2024-12-27,0022400426,GSW,Golden State Warriors,LAC,LA Clippers
2024-25,2024-12-28,0022400427,MIA,Miami Heat,ATL,Atlanta Hawks
2024-25,2024-12-28,0022400428,OKC,Oklahoma City Thunder,CHA,Charlotte Hornets
2024-25,2024-12-28,0022400429,NYK,New York Knicks,WAS,Washington Wizards
2024-25,2024-12-28,0022400430,MIL,Milwaukee Bucks,CHI,Chicago Bulls
2024-25,2024-12-28,0022400431,PHX,Phoenix Suns,GSW,Golden State Warriors
2024-25,2024-12-28,0022400432,DET,Detroit Pistons,DEN,Denver Nuggets
2024-25,2024-12-28,0022400433,PHI,Philadelphia 76ers,UTA,Utah Jazz
2024-25,2024-12-28,0022400434,DAL,Dallas Mavericks,POR,Portland Trail Blazers
2024-25,2024-12-28,0022400435,SAC,Sacramento Kings,LAL,Los Angeles Lakers
2024-25,2024-12-29,0022400436,BKN,Brooklyn Nets,ORL,Orlando Magic
2024-25,2024-12-29,0022400437,IND,Indiana Pacers,BOS,Boston Celtics
2024-25,2024-12-29,0022400438,ATL,Atlanta Hawks,TOR,Toronto Raptors
2024-25,2024-12-29,0022400439,MIA,Miami Heat,HOU,Houston Rockets
2024-25,2024-12-29,0022400440,MEM,Memphis Grizzlies,OKC,Oklahoma City Thunder
2024-25,2024-12-29,0022400441,SAS,San Antonio Spurs,MIN,Minnesota Timberwolves
2024-25,2024-12-30,0022400442,CHI,Chicago Bulls,CHA,Charlotte Hornets
2024-25,2024-12-30,0022400443,NYK,New York Knicks,WAS,Washington Wizards
2024-25,2024-12-30,0022400444,LAC,LA Clippers,NOP,New Orleans Pelicans
2024-25,2024-12-30,0022400445,DEN,Denver Nuggets,UTA,Utah Jazz
2024-25,2024-12-30,0022400446,CLE,Cleveland Cavaliers,GSW,Golden State Warriors
2024-25,2024-12-30,0022400447,PHI,Philadelphia 76ers,POR,Portland Trail Blazers
2024-25,2024-12-30,0022400448,DAL,Dallas Mavericks,SAC,Sacramento Kings
2024-25,2024-12-31,0022400449,TOR,Toronto Raptors,BOS,Boston Celtics
2024-25,2024-12-31,0022400450,MIL,Milwaukee Bucks,IND,Indiana Pacers
2024-25,2024-12-31,0022400451,LAC,LA Clippers,SAS,San Antonio Spurs
2024-25,2024-12-31,0022400452,MIN,Minnesota Timberwolves,OKC,Oklahoma City Thunder
2024-25,2024-12-31,0022400453,MEM,Memphis Grizzlies,PHX,Phoenix Suns
2024-25,2024-12-31,0022400454,CLE,Cleveland Cavaliers,LAL,Los Angeles Lakers
2024-25,2025-01-01,0022400455,ORL,Orlando Magic,DET,Detroit Pistons
2024-25,2025-01-01,0022400456,CHI,Chicago Bulls,WAS,Washington Wizards
2024-25,2025-01-01,0022400457,NOP,New Orleans Pelicans,MIA,Miami Heat
2024-25,2025-01-01,0022400458,UTA,Utah Jazz,NYK,New York Knicks
2024-25,2025-01-01,0022400459,BKN,Brooklyn Nets,TOR,Toronto Raptors
2024-25,2025-01-01,0022400460,DAL,Dallas Mavericks,HOU,Houston Rockets
2024-25,2025-01-01,0022400461,ATL,Atlanta Hawks,DEN,Denver Nuggets
2024-25,2025-01-01,0022400462,PHI,Philadelphia 76ers,SAC,Sacramento Kings
2024-25,2025-01-02,0022400463,IND,Indiana Pacers,MIA,Miami Heat
2024-25,2025-01-02,0022400464,BOS,Boston Celtics,MIN,Minnesota Timberwolves
2024-25,2025-01-02,0022400465,BKN,Brooklyn Nets,MIL,Milwaukee Bucks
2024-25,2025-01-02,0022400466,LAC,LA Clippers,OKC,Oklahoma City Thunder
2024-25,2025-01-02,0022400467,PHI,Philadelphia 76ers,GSW,Golden State Warriors
2024-25,2025-01-02,0022400468,POR,Portland Trail Blazers,LAL,Los Angeles Lakers
2024-25,2025-01-03,0022400469,CHA,Charlotte Hornets,DET,Detroit Pistons
2024-25,2025-01-03,0022400470,ORL,Orlando Magic,TOR,Toronto Raptors
2024-25,2025-01-03,0022400471,BOS,Boston Celtics,HOU,Houston Rockets
2024-25,2025-01-03,0022400472,WAS,Washington Wizards,NOP,New Orleans Pelicans
2024-25,2025-01-03,0022400473,NYK,New York Knicks,OKC,Oklahoma City Thunder
2024-25,2025-01-03,0022400474,CLE,Cleveland Cavaliers,DAL,Dallas Mavericks
2024-25,2025-01-03,0022400475,SAS,San Antonio Spurs,DEN,Denver Nuggets
2024-25,2025-01-03,0022400476,MEM,Memphis Grizzlies,SAC,Sacramento Kings
2024-25,2025-01-03,0022400477,ATL,Atlanta Hawks,LAL,Los Angeles Lakers
2024-25,2025-01-04,0022400478,PHI,Philadelphia 76ers,BKN,Brooklyn Nets
2024-25,2025-01-04,0022400479,MIN,Minnesota Timberwolves,DET,Detroit Pistons
2024-25,2025-01-04,0022400480,PHX,Phoenix Suns,IND,Indiana Pacers
2024-25,2025-01-04,0022400481,UTA,Utah Jazz,MIA,Miami Heat
2024-25,2025-01-04,0022400482,NYK,New York Knicks,CHI,Chicago Bulls
2024-25,2025-01-04,0022400483,POR,Portland Trail Blazers,MIL,Milwaukee Bucks
2024-25,2025-01-04,0022400484,DEN,Denver Nuggets,SAS,San Antonio Spurs
2024-25,2025-01-04,0022400485,MEM,Memphis Grizzlies,GSW,Golden State Warriors
2024-25,2025-01-04,0022400486,ATL,Atlanta Hawks,LAC,LA Clippers
2024-25,2025-01-05,0022400487,BOS,Boston Celtics,OKC,Oklahoma City Thunder
2024-25,2025-01-05,0022400488,CHA,Charlotte Hornets,CLE,Cleveland Cavaliers
2024-25,2025-01-05,0022400489,NOP,New Orleans Pelicans,WAS,Washington Wizards
2024-25,2025-01-05,0022400490,UTA,Utah Jazz,ORL,Orlando Magic
2024-25,2025-01-05,0022400491,LAL,Los Angeles Lakers,HOU,Houston Rockets
2024-25,2025-01-05,0022400492,SAC,Sacramento Kings,GSW,Golden State Warriors
2024-25,2025-01-06,0022400493,POR,Portland Trail Blazers,DET,Detroit Pistons
2024-25,2025-01-06,0022400494,PHX,Phoenix Suns,PHI,Philadelphia 76ers
2024-25,2025-01-06,0022400495,IND,Indiana Pacers,BKN,Brooklyn Nets
2024-25,2025-01-06,0022400496,ORL,Orlando Magic,NYK,New York Knicks
2024-25,2025-01-06,0022400497,MIL,Milwaukee Bucks,TOR,Toronto Raptors
2024-25,2025-01-06,0022400498,SAS,San Antonio Spurs,CHI,Chicago Bulls
2024-25,2025-01-06,0022400499,DAL,Dallas Mavericks,MEM,Memphis Grizzlies
2024-25,2025-01-06,0022400500,LAC,LA Clippers,MIN,Minnesota Timberwolves
2024-25,2025-01-06,0022400501,MIA,Miami Heat,SAC,Sacramento Kings
2024-25,2025-01-07,0022400502,PHX,Phoenix Suns,CHA,Charlotte Hornets
2024-25,2025-01-07,0022400503,HOU,Houston Rockets,WAS,Washington Wizards
2024-25,2025-01-07,0022400504,LAL,Los Angeles Lakers,DAL,Dallas Mavericks
2024-25,2025-01-07,0022400505,MIN,Minnesota Timberwolves,NOP,New Orleans Pelicans
2024-25,2025-01-07,0022400506,ATL,Atlanta Hawks,UTA,Utah Jazz
2024-25,2025-01-07,0022400507,BOS,Boston Celtics,DEN,Denver Nuggets
2024-25,2025-01-07,0022400508,MIA,Miami Heat,GSW,Golden State Warriors
2024-25,2025-01-08,0022400509,OKC,Oklahoma City Thunder,CLE,Cleveland Cavaliers
2024-25,2025-01-08,0022400510,CHI,Chicago Bulls,IND,Indiana Pacers
2024-25,2025-01-08,0022400511,TOR,Toronto Raptors,NYK,New York Knicks
2024-25,2025-01-08,0022400512,WAS,Washington Wizards,PHI,Philadelphia 76ers
2024-25,2025-01-08,0022400513,DET,Detroit Pistons,BKN,Brooklyn Nets
2024-25,2025-01-08,0022400514,POR,Portland Trail Blazers,NOP,New Orleans Pelicans
2024-25,2025-01-08,0022400515,LAC,LA Clippers,DEN,Denver Nuggets
2024-25,2025-01-08,0022400516,SAS,San Antonio Spurs,MIL,Milwaukee Bucks
2024-25,2025-01-09,0022400517,TOR,Toronto Raptors,CLE,Cleveland Cavaliers
2024-25,2025-01-09,0022400518,GSW,Golden State Warriors,DET,Detroit Pistons
2024-25,2025-01-09,0022400519,MIN,Minnesota Timberwolves,ORL,Orlando Magic
2024-25,2025-01-09,0022400520,HOU,Houston Rockets,MEM,Memphis Grizzlies
2024-25,2025-01-09,0022400521,POR,Portland Trail Blazers,DAL,Dallas Mavericks
2024-25,2025-01-09,0022400522,ATL,Atlanta Hawks,PHX,Phoenix Suns
2024-25,2025-01-09,0022400523,MIA,Miami Heat,UTA,Utah Jazz
2024-25,2025-01-10,0022400525,GSW,Golden State Warriors,IND,Indiana Pacers
2024-25,2025-01-10,0022400526,MIL,Milwaukee Bucks,ORL,Orlando Magic
2024-25,2025-01-10,0022400527,NOP,New Orleans Pelicans,PHI,Philadelphia 76ers
2024-25,2025-01-10,0022400528,SAC,Sacramento Kings,BOS,Boston Celtics
2024-25,2025-01-10,0022400529,OKC,Oklahoma City Thunder,NYK,New York Knicks
2024-25,2025-01-10,0022400530,WAS,Washington Wizards,CHI,Chicago Bulls
2024-25,2025-01-10,0022400531,BKN,Brooklyn Nets,DEN,Denver Nuggets
2024-25,2025-01-11,0022400533,UTA,Utah Jazz,PHX,Phoenix Suns
2024-25,2025-01-11,0022400534,TOR,Toronto Raptors,DET,Detroit Pistons
2024-25,2025-01-11,0022400535,MEM,Memphis Grizzlies,MIN,Minnesota Timberwolves
2024-25,2025-01-11,0022400536,MIA,Miami Heat,POR,Portland Trail Blazers
2024-25,2025-01-12,0022400539,MIL,Milwaukee Bucks,NYK,New York Knicks
2024-25,2025-01-12,0022400540,DEN,Denver Nuggets,DAL,Dallas Mavericks
2024-25,2025-01-12,0022400541,SAC,Sacramento Kings,CHI,Chicago Bulls
2024-25,2025-01-12,0022400542,NOP,New Orleans Pelicans,BOS,Boston Celtics
2024-25,2025-01-12,0022400543,IND,Indiana Pacers,CLE,Cleveland Cavaliers
2024-25,2025-01-12,0022400544,PHI,Philadelphia 76ers,ORL,Orlando Magic
2024-25,2025-01-12,0022400545,OKC,Oklahoma City Thunder,WAS,Washington Wizards
2024-25,2025-01-12,0022400546,BKN,Brooklyn Nets,UTA,Utah Jazz
2024-25,2025-01-12,0022400547,CHA,Charlotte Hornets,PHX,Phoenix Suns
2024-25,2025-01-13,0022400548,MIN,Minnesota Timberwolves,WAS,Washington Wizards
2024-25,2025-01-13,0022400549,DET,Detroit Pistons,NYK,New York Knicks
2024-25,2025-01-13,0022400550,GSW,Golden State Warriors,TOR,Toronto Raptors
2024-25,2025-01-13,0022400551,MEM,Memphis Grizzlies,HOU,Houston Rockets
2024-25,2025-01-13,0022400552,SAS,San Antonio Spurs,LAL,Los Angeles Lakers
2024-25,2025-01-13,0022400553,MIA,Miami Heat,LAC,LA Clippers
2024-25,2025-01-14,0022400554,CLE,Cleveland Cavaliers,IND,Indiana Pacers
2024-25,2025-01-14,0022400555,OKC,Oklahoma City Thunder,PHI,Philadelphia 76ers
2024-25,2025-01-14,0022400556,PHX,Phoenix Suns,ATL,Atlanta Hawks
2024-25,2025-01-14,0022400557,NOP,New Orleans Pelicans,CHI,Chicago Bulls
2024-25,2025-01-14,0022400558,SAC,Sacramento Kings,MIL,Milwaukee Bucks
2024-25,2025-01-14,0022400559,DEN,Denver Nuggets,DAL,Dallas Mavericks
2024-25,2025-01-14,0022400560,BKN,Brooklyn Nets,POR,Portland Trail Blazers
2024-25,2025-01-15,0022400561,NYK,New York Knicks,PHI,Philadelphia 76ers
2024-25,2025-01-15,0022400562,BOS,Boston Celtics,TOR,Toronto Raptors
2024-25,2025-01-15,0022400563,ATL,Atlanta Hawks,CHI,Chicago Bulls
2024-25,2025-01-15,0022400564,ORL,Orlando Magic,MIL,Milwaukee Bucks
2024-25,2025-01-15,0022400565,GSW,Golden State Warriors,MIN,Minnesota Timberwolves
2024-25,2025-01-15,0022400566,DAL,Dallas Mavericks,NOP,New Orleans Pelicans
2024-25,2025-01-15,0022400567,MEM,Memphis Grizzlies,SAS,San Antonio Spurs
2024-25,2025-01-15,0022400568,HOU,Houston Rockets,DEN,Denver Nuggets
2024-25,2025-01-15,0022400569,CHA,Charlotte Hornets,UTA,Utah Jazz
2024-25,2025-01-15,0022400570,MIA,Miami Heat,LAL,Los Angeles Lakers
2024-25,2025-01-15,0022400571,BKN,Brooklyn Nets,LAC,LA Clippers
2024-25,2025-01-16,0022400572,IND,Indiana Pacers,DET,Detroit Pistons
2024-25,2025-01-16,0022400573,PHX,Phoenix Suns,WAS,Washington Wizards
2024-25,2025-01-16,0022400574,CLE,Cleveland Cavaliers,OKC,Oklahoma City Thunder
2024-25,2025-01-16,0022400575,LAC,LA Clippers,POR,Portland Trail Blazers
2024-25,2025-01-16,0022400576,HOU,Houston Rockets,SAC,Sacramento Kings
2024-25,2025-01-17,0022400577,ORL,Orlando Magic,BOS,Boston Celtics
2024-25,2025-01-17,0022400578,MIN,Minnesota Timberwolves,NYK,New York Knicks
2024-25,2025-01-17,0022400579,DEN,Denver Nuggets,MIA,Miami Heat
2024-25,2025-01-17,0022400580,TOR,Toronto Raptors,MIL,Milwaukee Bucks
2024-25,2025-01-17,0022400581,UTA,Utah Jazz,NOP,New Orleans Pelicans
2024-25,2025-01-17,0022400582,MEM,Memphis Grizzlies,SAS,San Antonio Spurs
2024-25,2025-01-17,0022400583,OKC,Oklahoma City Thunder,DAL,Dallas Mavericks
2024-25,2025-01-17,0022400584,CHA,Charlotte Hornets,CHI,Chicago Bulls
2024-25,2025-01-17,0022400585,BKN,Brooklyn Nets,LAL,Los Angeles Lakers
2024-25,2025-01-18,0022400586,PHX,Phoenix Suns,DET,Detroit Pistons
2024-25,2025-01-18,0022400587,ATL,Atlanta Hawks,BOS,Boston Celtics
2024-25,2025-01-18,0022400588,PHI,Philadelphia 76ers,IND,Indiana Pacers
2024-25,2025-01-18,0022400589,WAS,Washington Wizards,GSW,Golden State Warriors
2024-25,2025-01-18,0022400590,CLE,Cleveland Cavaliers,MIN,Minnesota Timberwolves
2024-25,2025-01-18,0022400591,HOU,Houston Rockets,POR,Portland Trail Blazers
2024-25,2025-01-19,0022400592,SAS,San Antonio Spurs,MIA,Miami Heat
2024-25,2025-01-19,0022400593,DEN,Denver Nuggets,ORL,Orlando Magic
2024-25,2025-01-19,0022400594,PHI,Philadelphia 76ers,MIL,Milwaukee Bucks
2024-25,2025-01-19,0022400595,BKN,Brooklyn Nets,OKC,Oklahoma City Thunder
2024-25,2025-01-19,0022400596,LAL,Los Angeles Lakers,LAC,LA Clippers
2024-25,2025-01-19,0022400597,CHI,Chicago Bulls,POR,Portland Trail Blazers
2024-25,2025-01-19,0022400598,WAS,Washington Wizards,SAC,Sacramento Kings
2024-25,2025-01-20,0022400599,DAL,Dallas Mavericks,CHA,Charlotte Hornets
2024-25,2025-01-20,0022400600,DET,Detroit Pistons,HOU,Houston Rockets
2024-25,2025-01-20,0022400601,MIN,Minnesota Timberwolves,MEM,Memphis Grizzlies
2024-25,2025-01-20,0022400602,ATL,Atlanta Hawks,NYK,New York Knicks
