SEASON,GAME_DATE,GAME_ID,AWAY_TEAM_ABBR,AWAY_TEAM_NAME,HOME_TEAM_ABBR,HOME_TEAM_NAME
2025-26,2026-04-10,0022501177,ORL,Orlando Magic,CHI,Chicago Bulls
2025-26,2026-04-10,0022501178,MIN,Minnesota Timberwolves,HOU,Houston Rockets
2025-26,2026-04-10,0022501179,BKN,Brooklyn Nets,MIL,Milwaukee Bucks
2025-26,2026-04-10,0022501180,DAL,Dallas Mavericks,SAS,San Antonio Spurs
2025-26,2026-04-10,0022501181,MEM,Memphis Grizzlies,UTA,Utah Jazz
2025-26,2026-04-10,0022501182,OKC,Oklahoma City Thunder,DEN,Denver Nuggets
2025-26,2026-04-10,0022501183,LAC,LA Clippers,POR,Portland Trail Blazers
2025-26,2026-04-10,0022501184,GSW,Golden State Warriors,SAC,Sacramento Kings
2025-26,2026-04-10,0022501185,PHX,Phoenix Suns,LAL,Los Angeles Lakers
2025-26,2026-04-12,0022501186,ORL,Orlando Magic,BOS,Boston Celtics
2025-26,2026-04-12,0022501187,WAS,Washington Wizards,CLE,Cleveland Cavaliers
2025-26,2026-04-12,0022501188,DET,Detroit Pistons,IND,Indiana Pacers
2025-26,2026-04-12,0022501189,ATL,Atlanta Hawks,MIA,Miami Heat
2025-26,2026-04-12,0022501190,CHA,Charlotte Hornets,NYK,New York Knicks
2025-26,2026-04-12,0022501191,MIL,Milwaukee Bucks,PHI,Philadelphia 76ers
2025-26,2026-04-12,0022501192,BKN,Brooklyn Nets,TOR,Toronto Raptors
2025-26,2026-04-12,0022501193,CHI,Chicago Bulls,DAL,Dallas Mavericks
2025-26,2026-04-12,0022501194,MEM,Memphis Grizzlies,HOU,Houston Rockets
2025-26,2026-04-12,0022501195,NOP,New Orleans Pelicans,MIN,Minnesota Timberwolves
2025-26,2026-04-12,0022501196,PHX,Phoenix Suns,OKC,Oklahoma City Thunder
2025-26,2026-04-12,0022501197,DEN,Denver Nuggets,SAS,San Antonio Spurs
2025-26,2026-04-12,0022501198,UTA,Utah Jazz,LAL,Los Angeles Lakers
2025-26,2026-04-12,0022501199,GSW,Golden State Warriors,LAC,LA Clippers
2025-26,2026-04-12,0022501200,SAC,Sacramento Kings,POR,Portland Trail Blazers
2025-26,2026-04-14,0052500111,MIA,Miami Heat,CHA,Charlotte Hornets
2025-26,2026-04-14,0052500121,POR,Portland Trail Blazers,PHX,Phoenix Suns
2025-26,2026-04-15,0052500101,ORL,Orlando Magic,PHI,Philadelphia 76ers
2025-26,2026-04-15,0052500131,GSW,Golden State Warriors,LAC,LA Clippers
2025-26,2026-04-17,0052500201,CHA,Charlotte Hornets,ORL,Orlando Magic
2025-26,2026-04-17,0052500211,GSW,Golden State Warriors,PHX,Phoenix Suns
2025-26,2026-04-18,0042500121,ATL,Atlanta Hawks,NYK,New York Knicks
2025-26,2026-04-18,0042500131,TOR,Toronto Raptors,CLE,Cleveland Cavaliers
2025-26,2026-04-18,0042500161,MIN,Minnesota Timberwolves,DEN,Denver Nuggets
2025-26,2026-04-18,0042500171,HOU,Houston Rockets,LAL,Los Angeles Lakers
2025-26,2026-04-19,0042500101,ORL,Orlando Magic,DET,Detroit Pistons
2025-26,2026-04-19,0042500111,PHI,Philadelphia 76ers,BOS,Boston Celtics
2025-26,2026-04-19,0042500141,PHX,Phoenix Suns,OKC,Oklahoma City Thunder
2025-26,2026-04-19,0042500151,POR,Portland Trail Blazers,SAS,San Antonio Spurs
2025-26,2026-04-20,0042500122,ATL,Atlanta Hawks,NYK,New York Knicks
2025-26,2026-04-20,0042500132,TOR,Toronto Raptors,CLE,Cleveland Cavaliers
2025-26,2026-04-20,0042500162,MIN,Minnesota Timberwolves,DEN,Denver Nuggets
2025-26,2026-04-21,0042500112,PHI,Philadelphia 76ers,BOS,Boston Celtics
2025-26,2026-04-21,0042500152,POR,Portland Trail Blazers,SAS,San Antonio Spurs
2025-26,2026-04-21,0042500172,HOU,Houston Rockets,LAL,Los Angeles Lakers
2025-26,2026-04-22,0042500102,ORL,Orlando Magic,DET,Detroit Pistons
2025-26,2026-04-22,0042500142,PHX,Phoenix Suns,OKC,Oklahoma City Thunder
2025-26,2026-04-23,0042500123,NYK,New York Knicks,ATL,Atlanta Hawks
2025-26,2026-04-23,0042500133,CLE,Cleveland Cavaliers,TOR,Toronto Raptors
2025-26,2026-04-23,0042500163,DEN,Denver Nuggets,MIN,Minnesota Timberwolves
2025-26,2026-04-24,0042500113,BOS,Boston Celtics,PHI,Philadelphia 76ers
2025-26,2026-04-24,0042500153,SAS,San Antonio Spurs,POR,Portland Trail Blazers
2025-26,2026-04-24,0042500173,LAL,Los Angeles Lakers,HOU,Houston Rockets
2025-26,2026-04-25,0042500103,DET,Detroit Pistons,ORL,Orlando Magic
2025-26,2026-04-25,0042500124,NYK,New York Knicks,ATL,Atlanta Hawks
2025-26,2026-04-25,0042500143,OKC,Oklahoma City Thunder,PHX,Phoenix Suns
2025-26,2026-04-25,0042500164,DEN,Denver Nuggets,MIN,Minnesota Timberwolves
2025-26,2026-04-26,0042500114,BOS,Boston Celtics,PHI,Philadelphia 76ers
2025-26,2026-04-26,0042500134,CLE,Cleveland Cavaliers,TOR,Toronto Raptors
2025-26,2026-04-26,0042500154,SAS,San Antonio Spurs,POR,Portland Trail Blazers
2025-26,2026-04-26,0042500174,LAL,Los Angeles Lakers,HOU,Houston Rockets
2025-26,2026-04-27,0042500104,DET,Detroit Pistons,ORL,Orlando Magic
2025-26,2026-04-27,0042500144,OKC,Oklahoma City Thunder,PHX,Phoenix Suns
2025-26,2026-04-27,0042500165,MIN,Minnesota Timberwolves,DEN,Denver Nuggets
2025-26,2026-04-28,0042500115,PHI,Philadelphia 76ers,BOS,Boston Celtics
2025-26,2026-04-28,0042500125,ATL,Atlanta Hawks,NYK,New York Knicks
2025-26,2026-04-28,0042500155,POR,Portland Trail Blazers,SAS,San Antonio Spurs
2025-26,2026-04-29,0042500105,ORL,Orlando Magic,DET,Detroit Pistons
2025-26,2026-04-29,0042500135,TOR,Toronto Raptors,CLE,Cleveland Cavaliers
2025-26,2026-04-29,0042500175,HOU,Houston Rockets,LAL,Los Angeles Lakers
2025-26,2026-04-30,0042500116,BOS,Boston Celtics,PHI,Philadelphia 76ers
2025-26,2026-04-30,0042500126,NYK,New York Knicks,ATL,Atlanta Hawks
2025-26,2026-04-30,0042500166,DEN,Denver Nuggets,MIN,Minnesota Timberwolves
2025-26,2026-05-01,0042500106,DET,Detroit Pistons,ORL,Orlando Magic
2025-26,2026-05-01,0042500136,CLE,Cleveland Cavaliers,TOR,Toronto Raptors
2025-26,2026-05-01,0042500176,LAL,Los Angeles Lakers,HOU,Houston Rockets
2025-26,2026-05-02,0042500117,PHI,Philadelphia 76ers,BOS,Boston Celtics
2025-26,2026-05-03,0042500107,ORL,Orlando Magic,DET,Detroit Pistons
2025-26,2026-05-03,0042500137,TOR,Toronto Raptors,CLE,Cleveland Cavaliers
2025-26,2026-05-04,0042500211,PHI,Philadelphia 76ers,NYK,New York Knicks
2025-26,2026-05-04,0042500231,MIN,Minnesota Timberwolves,SAS,San Antonio Spurs
2025-26,2026-05-05,0042500201,CLE,Cleveland Cavaliers,DET,Detroit Pistons
2025-26,2026-05-05,0042500221,LAL,Los Angeles Lakers,OKC,Oklahoma City Thunder
2025-26,2026-05-06,0042500212,PHI,Philadelphia 76ers,NYK,New York Knicks
2025-26,2026-05-06,0042500232,MIN,Minnesota Timberwolves,SAS,San Antonio Spurs
2025-26,2026-05-07,0042500202,CLE,Cleveland Cavaliers,DET,Detroit Pistons
2025-26,2026-05-07,0042500222,LAL,Los Angeles Lakers,OKC,Oklahoma City Thunder
2025-26,2026-05-08,0042500213,NYK,New York Knicks,PHI,Philadelphia 76ers
2025-26,2026-05-08,0042500233,SAS,San Antonio Spurs,MIN,Minnesota Timberwolves
2025-26,2026-05-09,0042500203,DET,Detroit Pistons,CLE,Cleveland Cavaliers
2025-26,2026-05-09,0042500223,OKC,Oklahoma City Thunder,LAL,Los Angeles Lakers
2025-26,2026-05-10,0042500214,NYK,New York Knicks,PHI,Philadelphia 76ers
2025-26,2026-05-10,0042500234,SAS,San Antonio Spurs,MIN,Minnesota Timberwolves
2025-26,2026-05-11,0042500204,DET,Detroit Pistons,CLE,Cleveland Cavaliers
2025-26,2026-05-11,0042500224,OKC,Oklahoma City Thunder,LAL,Los Angeles Lakers
2025-26,2026-05-12,0042500235,MIN,Minnesota Timberwolves,SAS,San Antonio Spurs
2025-26,2026-05-13,0042500205,CLE,Cleveland Cavaliers,DET,Detroit Pistons
2025-26,2026-05-15,0042500206,DET,Detroit Pistons,CLE,Cleveland Cavaliers
2025-26,2026-05-15,0042500236,SAS,San Antonio Spurs,MIN,Minnesota Timberwolves
2025-26,2026-05-17,0042500207,CLE,Cleveland Cavaliers,DET,Detroit Pistons
2025-26,2026-05-18,0042500311,SAS,San Antonio Spurs,OKC,Oklahoma City Thunder
2025-26,2026-05-19,0042500301,CLE,Cleveland Cavaliers,NYK,New York Knicks
